number_of_room,neighbourhood,material_quality,age,distance,number_of_bathroom,area,balcony,thermal_insulation_point,air_quality,price
3,Moderate,B,9.98,701.0,1,108.0,,22.5,23.7,392.2
1,Very High,B,9.57,692.0,1,65.0,yes,43.0,21.8,516.7
3,Very High,C,29.76,677.0,1,126.0,no,24.0,21.0,499.3
3,Low,C,25.96,637.0,1,137.0,,21.5,37.9,343.6
3,Moderate,C,17.36,678.0,1,141.0,yes,22.8,36.0,395.7
4,Very High,C,0.75,678.0,2,153.0,yes,21.5,40.7,662.8
1,High,C,9.76,647.0,1,51.0,yes,47.1,48.8,451.5
3,Moderate,C,28.35,669.0,1,100.0,yes,23.6,45.9,286.2
2,Very High,C,19.95,656.0,1,70.0,yes,22.3,26.6,498.7
3,Very Low,C,17.53,538.0,1,137.0,yes,21.7,43.2,493.1
3,Moderate,C,12.24,607.0,1,124.0,yes,33.1,29.2,580.7
3,Moderate,B,3.22,573.0,1,100.0,yes,26.7,48.1,607.1
4,Moderate,C,9.0,580.0,2,127.0,yes,37.1,31.4,691.9
1,High,A,3.88,599.0,1,42.0,yes,24.4,36.2,554.6
3,Low,C,23.63,664.0,1,104.0,no,24.8,24.8,314.1
4,Very High,C,5.23,698.0,2,165.0,no,26.2,29.3,652.3
2,Moderate,A,29.5,582.0,1,99.0,yes,27.9,37.7,455.0
2,High,C,25.98,619.0,1,136.0,yes,26.1,35.2,515.2
4,High,A,2.51,657.0,2,153.0,no,23.0,24.0,670.1
1,Very High,B,5.57,650.0,1,60.0,yes,26.7,21.0,583.1
3,High,C,25.98,668.0,1,102.0,yes,41.4,33.3,443.8
4,High,A,5.58,671.0,2,121.0,yes,26.7,28.5,589.9
3,Very Low,C,35.27,699.0,1,143.0,yes,25.0,17.8,170.9
1,Very High,C,0.72,533.0,1,58.0,yes,21.5,30.1,795.1
4,Very High,B,9.85,581.0,2,148.0,yes,50.3,23.5,896.1
1,Very High,A,0.21,538.0,1,52.0,yes,21.2,23.0,800.9
1,Very High,B,0.07,695.0,1,48.0,,21.1,25.4,492.7
3,High,B,11.35,649.0,1,86.0,yes,23.8,31.3,514.6
1,Very High,D,9.22,350.0,1,74.0,no,38.9,39.7,1120.9
2,Moderate,,26.7,483.0,1,79.0,yes,24.0,31.1,648.5
4,Very High,B,9.12,655.0,2,142.0,,38.0,20.8,736.2
3,High,B,35.79,656.0,1,64.0,yes,35.2,20.7,396.3
3,Moderate,B,20.92,697.0,1,150.0,yes,24.0,21.5,390.6
4,Very High,C,5.61,667.0,2,163.0,no,26.8,34.7,693.8
1,High,A,3.76,443.0,1,70.0,yes,24.3,24.4,911.3
4,Very High,C,8.7,540.0,2,146.0,no,35.3,23.0,949.6
3,Very Low,B,35.44,570.0,1,109.0,yes,,45.3,315.2
3,Moderate,D,19.81,624.0,1,106.0,yes,29.1,16.3,515.6
1,High,B,6.09,656.0,1,62.0,no,27.6,33.9,466.8
4,Moderate,B,6.25,704.0,2,175.0,yes,27.9,21.9,526.7
3,Moderate,C,18.04,684.0,1,134.0,no,29.5,17.0,438.3
3,Moderate,A,8.69,633.0,1,97.0,yes,35.4,24.3,541.7
3,Moderate,C,26.17,593.0,1,115.0,no,23.4,56.3,429.2
3,Moderate,C,27.98,457.0,1,64.0,no,22.3,26.5,704.9
4,Very High,A,3.33,652.0,2,189.0,yes,23.8,18.1,799.6
4,Very High,B,7.84,611.0,2,117.0,,31.7,19.5,792.7
3,Very Low,C,26.33,693.0,1,144.0,yes,34.6,35.7,203.3
2,Very High,A,23.85,501.0,1,138.0,yes,24.7,20.7,860.4
3,Moderate,B,27.49,659.0,1,121.0,no,26.6,18.4,411.2
4,High,B,7.98,689.0,2,176.0,yes,32.2,32.3,598.2
2,Moderate,B,21.08,548.0,1,76.0,,31.2,32.0,564.9
3,Very Low,A,10.39,641.0,1,112.0,no,31.4,29.2,368.9
2,Moderate,C,24.4,651.0,1,90.0,yes,26.2,39.4,334.9
3,Very High,D,26.29,506.0,1,147.0,yes,28.5,25.8,860.3
4,Very High,D,1.32,435.0,2,139.0,yes,22.0,26.6,1146.4
3,Moderate,C,41.54,613.0,1,112.0,yes,26.2,44.1,342.2
1,Very High,A,0.16,372.0,1,57.0,yes,21.1,43.1,1067.2
3,High,C,19.31,560.0,1,94.0,no,84.9,23.5,791.1
4,High,A,1.05,608.0,2,184.0,yes,89.9,24.2,935.5
2,Moderate,A,23.34,635.0,1,72.0,no,69.7,30.9,463.1
1,Very High,B,8.38,685.0,1,60.0,yes,72.8,28.2,573.9
3,,B,10.06,582.0,1,120.0,yes,82.0,24.9,745.6
4,Very High,C,9.26,690.0,2,159.0,yes,64.9,37.9,693.5
3,Moderate,C,9.87,524.0,1,125.0,yes,89.6,37.2,843.9
1,High,B,6.95,576.0,1,53.0,,79.1,22.0,740.2
3,Moderate,B,14.21,665.0,1,95.0,yes,85.6,24.3,548.9
2,Moderate,D,32.57,699.0,1,95.0,,78.6,26.9,342.3
3,Moderate,B,23.21,405.0,1,120.0,yes,76.3,33.7,974.5
3,Very Low,B,22.75,505.0,1,143.0,no,64.0,51.2,596.1
2,Moderate,A,18.59,712.0,1,130.0,yes,61.2,20.8,411.2
3,Moderate,C,23.89,677.0,1,92.0,yes,83.2,53.1,387.3
2,Moderate,C,28.34,35.0,1,131.0,yes,66.3,33.0,625.0
3,Low,A,26.37,494.0,1,122.0,yes,85.5,21.2,771.1
1,High,A,7.23,621.0,1,73.0,yes,78.2,39.3,624.6
4,Moderate,C,5.3,654.0,2,143.0,yes,83.5,19.6,712.3
4,Very High,C,8.63,451.0,2,134.0,yes,71.2,37.7,1139.2
4,Very High,B,1.55,527.0,1,147.0,no,89.3,20.2,1113.2
2,Very Low,D,21.7,684.0,1,92.0,,76.8,22.0,295.2
4,Very High,A,8.49,640.0,2,154.0,yes,72.1,45.4,781.9
4,Moderate,B,7.21,667.0,2,163.0,yes,78.2,53.6,594.7
1,High,C,1.63,459.0,1,38.0,yes,89.2,27.0,983.4
2,Moderate,B,23.48,666.0,1,140.0,yes,80.7,20.9,520.4
1,High,B,8.28,549.0,1,54.0,yes,73.4,54.6,685.7
2,Moderate,B,24.94,686.0,1,101.0,yes,89.1,24.7,441.9
4,Very High,B,9.76,685.0,2,178.0,no,53.9,40.9,689.2
4,High,D,3.11,668.0,2,155.0,no,87.3,21.5,783.2
3,Very High,B,27.1,696.0,1,119.0,no,89.2,40.2,549.4
3,Very Low,C,24.85,657.0,1,135.0,,80.9,21.5,401.8
4,Very High,A,0.24,491.0,2,182.0,no,90.8,31.2,1214.1
4,Very High,A,6.0,700.0,2,154.0,yes,81.8,23.9,759.1
3,High,A,20.25,692.0,1,80.0,no,85.4,23.3,522.7
3,Very Low,C,12.41,620.0,1,143.0,yes,60.8,28.0,490.7
3,Low,B,23.03,543.0,1,126.0,no,87.5,20.3,706.8
3,Very Low,C,22.24,550.0,1,94.0,yes,84.4,23.2,580.8
3,Moderate,B,21.4,601.0,1,71.0,yes,90.8,18.5,633.1
1,Very High,D,4.35,284.0,1,46.0,,85.3,26.2,609.2
4,High,A,6.38,493.0,2,176.0,yes,80.8,21.9,1104.7
3,Moderate,C,19.07,649.0,1,92.0,yes,89.1,31.5,537.2
3,Moderate,C,13.99,526.0,1,91.0,yes,86.8,50.2,742.7
3,Very High,C,29.38,644.0,1,76.0,no,77.6,18.3,628.6
4,Very High,C,4.19,540.0,2,153.0,no,85.6,22.1,1084.5
2,Moderate,C,17.3,628.0,1,70.0,yes,88.2,24.7,561.4
4,Very High,B,1.48,508.0,1,151.0,yes,89.4,25.8,1138.8
4,Very High,A,0.18,601.0,2,174.0,yes,90.8,29.0,1003.4
1,Very High,A,7.73,629.0,1,44.0,yes,76.2,28.9,672.8
3,Very High,C,21.41,704.0,1,70.0,yes,84.8,23.0,554.1
1,High,B,2.89,609.0,1,68.0,yes,87.6,32.8,702.6
4,Very High,C,0.88,624.0,2,141.0,yes,90.1,27.4,925.8
3,High,B,18.51,593.0,1,137.0,yes,78.4,37.5,725.0
1,Very High,A,8.69,650.0,1,71.0,no,70.7,35.6,625.5
4,High,A,3.29,397.0,2,123.0,yes,87.0,20.4,1267.5
4,High,C,4.3,694.0,1,145.0,yes,85.4,43.4,637.4
2,Moderate,B,12.81,505.0,1,108.0,yes,59.5,27.9,791.7
4,High,A,2.81,674.0,2,156.0,yes,87.7,28.0,757.7
1,Very High,B,3.88,739.0,1,74.0,yes,86.1,21.2,555.5
3,Moderate,A,26.55,687.0,1,106.0,yes,85.7,38.8,411.3
2,Low,B,10.87,705.0,1,103.0,no,81.9,17.4,419.5
1,Very High,B,3.86,540.0,1,64.0,yes,86.1,20.5,925.6
2,Moderate,C,21.56,640.0,1,135.0,no,64.6,26.6,527.8
3,Moderate,B,18.7,643.0,1,136.0,yes,75.8,28.1,577.2
1,High,B,2.79,436.0,1,37.0,yes,87.7,28.0,1014.1
4,Very High,A,0.83,649.0,2,118.0,,90.1,25.1,861.8
3,Moderate,A,21.74,529.0,1,89.0,yes,68.2,22.3,730.5
3,Very Low,B,14.56,669.0,1,132.0,no,77.1,43.0,366.9
4,High,B,3.59,665.0,2,164.0,yes,86.6,19.4,799.6
4,High,B,6.65,694.0,2,122.0,no,80.1,22.3,664.8
4,Very High,B,1.78,648.0,2,122.0,no,89.0,50.2,792.5
4,High,,3.47,663.0,2,153.0,yes,86.7,27.4,771.6
4,Moderate,C,7.1,710.0,2,189.0,yes,78.6,27.6,610.6
3,Very Low,C,28.72,625.0,1,65.0,yes,83.0,29.0,355.2
3,High,A,30.68,701.0,1,131.0,yes,81.3,37.0,454.1
4,Very High,B,5.49,672.0,2,145.0,yes,83.0,23.0,810.9
1,High,A,4.25,572.0,1,68.0,yes,85.5,17.7,802.0
4,High,A,4.77,641.0,2,175.0,no,84.5,36.6,799.0
2,,D,26.51,693.0,1,73.0,yes,79.3,50.4,303.0
2,Moderate,A,18.18,405.0,1,87.0,yes,47.4,20.4,927.2
3,Low,B,12.26,679.0,1,134.0,yes,88.4,38.7,467.8
3,High,B,35.84,649.0,1,149.0,yes,63.1,56.0,454.8
3,Moderate,C,7.86,685.0,1,76.0,yes,87.3,24.8,528.9
4,Very High,B,5.19,591.0,1,131.0,,83.7,47.2,871.5
1,Very High,A,2.97,650.0,1,39.0,yes,87.5,18.7,704.2
2,Low,B,13.11,694.0,1,75.0,yes,57.6,30.5,316.1
2,Low,B,24.04,664.0,1,124.0,yes,79.3,31.7,402.2
3,Moderate,A,25.19,682.0,1,61.0,yes,87.1,23.6,427.1
3,Very High,B,13.38,628.0,1,69.0,yes,73.6,33.2,691.8
3,Moderate,A,24.9,588.0,1,136.0,yes,82.1,36.3,638.0
3,Moderate,A,11.79,449.0,1,66.0,yes,83.1,24.3,938.6
1,Very High,B,4.42,634.0,1,37.0,,85.2,25.6,701.4
4,Very High,A,4.37,668.0,2,131.0,yes,85.3,20.2,822.8
3,Moderate,B,26.64,686.0,1,136.0,yes,76.1,26.3,457.3
3,Low,C,24.52,506.0,1,68.0,yes,88.6,84.1,540.9
2,Moderate,C,21.65,355.0,1,70.0,yes,89.5,24.2,1060.1
4,High,A,6.61,690.0,2,186.0,yes,80.2,25.0,729.5
3,Moderate,A,29.31,658.0,1,117.0,no,87.0,20.5,514.2
1,High,A,2.29,415.0,1,69.0,yes,88.4,33.4,1075.5
3,Very Low,B,24.1,666.0,1,95.0,,88.7,30.1,341.2
4,Very High,C,0.84,693.0,2,123.0,no,90.1,32.2,763.9
2,Moderate,A,5.43,617.0,1,90.0,yes,85.7,31.6,643.9
1,Very High,C,6.67,667.0,1,41.0,yes,80.0,31.7,603.4
1,Very High,A,8.15,483.0,1,43.0,no,74.1,20.4,965.6
1,Very High,B,3.19,591.0,1,66.0,,87.2,24.4,826.1
1,Very High,C,0.58,703.0,1,64.0,yes,90.4,22.3,637.7
3,Moderate,C,27.4,567.0,1,125.0,yes,88.5,25.7,694.6
4,Very High,C,1.25,552.0,2,137.0,yes,89.7,28.9,1051.7
4,High,C,4.04,704.0,2,150.0,yes,85.8,34.2,667.4
4,Very High,B,0.31,685.0,2,180.0,yes,90.7,34.4,834.3
3,Very High,C,23.82,619.0,1,62.0,yes,77.2,23.0,679.2
3,Moderate,A,28.68,672.0,1,80.0,yes,82.6,26.4,429.4
1,Very High,C,7.76,639.0,1,57.0,yes,76.0,33.1,654.9
4,Very High,B,9.14,625.0,2,160.0,yes,66.5,16.2,880.5
2,Moderate,C,20.37,547.0,1,149.0,yes,69.1,23.7,741.9
3,Moderate,B,27.34,650.0,1,122.0,no,87.5,23.5,538.2
2,Moderate,,19.66,694.0,1,122.0,,89.7,23.4,481.5
3,Moderate,B,25.13,624.0,1,69.0,yes,86.4,26.5,536.4
3,Moderate,C,28.42,694.0,1,78.0,no,71.1,44.6,314.9
3,Moderate,A,18.3,591.0,1,111.0,,70.0,32.2,630.5
2,Low,A,17.73,650.0,1,80.0,no,81.4,25.8,439.6
2,Moderate,A,22.55,688.0,1,75.0,yes,86.6,28.5,410.0
3,Moderate,A,27.76,657.0,1,96.0,yes,82.3,33.1,460.3
4,High,C,2.45,619.0,2,154.0,no,88.2,24.6,872.4
3,Moderate,A,24.81,682.0,1,131.0,yes,89.8,18.2,519.2
4,Very High,D,0.23,573.0,2,133.0,yes,90.8,34.3,1001.0
3,Very Low,B,23.4,574.0,1,95.0,yes,90.7,21.2,547.9
3,Moderate,A,27.05,673.0,1,92.0,yes,66.3,25.8,417.5
3,Very High,C,24.89,613.0,1,140.0,yes,82.5,23.2,772.8
4,Very High,C,3.93,508.0,2,159.0,yes,86.0,56.5,1060.6
2,Moderate,B,15.09,548.0,1,66.0,yes,74.2,41.7,647.6
3,Low,B,31.66,536.0,1,96.0,no,82.3,16.6,642.2
3,Very High,C,31.21,646.0,1,106.0,yes,89.5,45.6,594.8
4,High,A,6.99,626.0,2,170.0,no,79.0,32.0,811.8
1,Very High,D,4.38,610.0,1,41.0,yes,85.2,23.3,757.4
4,Very High,D,6.21,616.0,2,184.0,yes,81.3,37.6,909.5
3,Moderate,C,29.72,675.0,1,82.0,no,58.2,20.4,387.4
4,Very High,A,0.51,666.0,2,128.0,yes,90.5,23.8,845.5
2,Moderate,C,10.42,584.0,1,114.0,yes,63.3,42.3,629.5
4,Very High,A,1.82,567.0,2,116.0,yes,89.0,29.6,995.8
2,Moderate,A,30.92,606.0,1,121.0,no,89.9,21.6,591.0
2,High,B,14.68,642.0,1,109.0,no,87.0,31.8,637.6
2,Low,B,22.27,644.0,1,141.0,yes,74.9,23.0,481.6
2,Moderate,C,20.96,588.0,1,60.0,yes,87.3,31.4,587.3
4,Very High,,0.51,670.0,2,125.0,no,90.5,27.0,826.3
3,Moderate,C,33.7,603.0,1,91.0,yes,77.3,21.8,545.7
2,Very High,B,29.05,692.0,1,150.0,yes,81.1,27.7,574.8
4,High,B,7.45,529.0,2,121.0,no,77.3,19.9,973.8
3,Very Low,B,22.19,649.0,1,67.0,yes,77.0,23.9,349.3
3,Moderate,D,25.58,668.0,1,138.0,,62.6,46.6,417.5
2,Moderate,A,18.04,681.0,1,79.0,,87.0,28.4,453.2
2,Moderate,C,14.77,678.0,1,76.0,yes,72.8,33.1,432.8
1,High,B,4.51,684.0,1,73.0,yes,85.0,24.5,573.4
2,High,B,26.83,629.0,1,87.0,yes,84.3,47.0,527.0
3,Moderate,C,27.65,545.0,1,101.0,yes,90.6,24.4,718.7
3,Moderate,B,22.58,664.0,1,71.0,yes,69.3,34.2,421.5
3,Moderate,C,33.27,671.0,1,114.0,no,80.9,19.7,454.7
3,Low,C,34.94,618.0,1,118.0,no,86.1,31.9,456.7
2,High,B,19.36,636.0,1,138.0,yes,90.3,21.4,686.9
3,Moderate,B,24.34,349.0,1,143.0,yes,88.0,21.3,1154.5
3,Very Low,B,26.01,704.0,1,79.0,yes,86.6,41.9,206.4
1,High,C,6.38,663.0,1,71.0,,80.8,32.6,570.8
4,Very High,A,8.07,609.0,2,148.0,yes,74.6,31.8,878.9
4,High,B,3.72,523.0,1,151.0,yes,86.4,19.7,1037.4
3,High,B,9.3,669.0,1,108.0,yes,87.4,19.3,669.4
2,Moderate,C,30.67,611.0,1,77.0,yes,90.5,21.9,539.3
4,Very High,A,8.66,696.0,2,186.0,,70.9,24.1,761.7
1,High,C,2.17,657.0,1,52.0,yes,88.6,18.5,640.0
2,Moderate,C,29.54,639.0,1,62.0,,74.3,22.8,442.5
4,Very High,A,7.01,464.0,1,174.0,yes,78.9,50.9,1126.2
4,High,A,3.45,484.0,2,174.0,yes,86.8,30.8,1123.9
3,Very Low,D,25.42,694.0,1,98.0,yes,88.5,35.8,267.9
1,High,A,1.26,507.0,1,74.0,yes,89.6,28.0,928.4
3,Moderate,C,22.55,562.0,1,77.0,yes,88.8,21.2,695.5
2,Moderate,B,20.15,613.0,1,82.0,yes,76.0,28.1,552.6
4,High,A,9.69,675.0,2,129.0,yes,56.1,19.8,649.9
1,High,C,6.54,564.0,1,69.0,yes,80.4,40.6,733.6
3,High,B,32.39,573.0,1,111.0,yes,88.1,29.1,702.8
2,Low,B,18.46,658.0,1,82.0,yes,75.7,22.8,419.1
4,Very High,B,6.13,425.0,1,115.0,yes,81.5,25.9,1218.9
4,Very High,B,8.31,671.0,1,113.0,yes,73.2,29.5,711.1
3,Moderate,A,25.61,507.0,1,144.0,yes,83.5,23.6,833.1
3,Low,B,22.22,507.0,1,80.0,yes,78.7,26.6,699.1
4,Very High,D,1.87,518.0,2,156.0,no,88.9,21.5,1150.3
4,High,B,1.88,662.0,1,123.0,yes,88.9,31.7,728.1
1,Very High,C,0.84,675.0,1,46.0,yes,90.1,21.5,673.0
2,Very Low,B,31.83,555.0,1,145.0,yes,70.6,23.6,520.9
4,High,C,5.1,665.0,2,188.0,,83.9,26.9,789.6
2,Moderate,A,33.09,537.0,1,129.0,no,89.6,43.8,657.6
3,Moderate,D,23.77,689.0,1,103.0,yes,67.7,30.9,405.1
4,Very High,B,4.86,689.0,1,120.0,,84.3,21.5,746.7
3,Moderate,A,22.89,536.0,1,107.0,yes,89.1,18.7,780.4
3,Moderate,A,14.34,698.0,1,117.0,yes,90.3,33.3,492.6
2,Very High,A,15.44,598.0,1,108.0,yes,90.1,16.4,834.8
1,Very High,B,5.59,642.0,1,73.0,no,82.8,20.7,724.2
4,High,B,3.7,697.0,2,151.0,yes,86.4,37.1,677.0
4,Very High,C,8.39,310.0,2,182.0,yes,72.8,22.7,246.2
1,Very High,B,7.76,675.0,1,39.0,no,76.0,64.4,483.9
4,Very High,A,5.54,533.0,2,182.0,yes,82.9,17.7,1125.8
4,High,B,3.61,577.0,2,171.0,no,86.5,42.3,911.6
2,Moderate,C,25.18,655.0,1,82.0,yes,77.0,21.5,465.0
4,High,A,8.12,679.0,2,164.0,no,74.3,62.5,607.1
1,High,A,4.78,674.0,1,70.0,yes,84.5,39.4,546.7
2,Very High,A,25.7,527.0,1,139.0,,79.8,18.4,918.3
4,Very High,C,8.13,571.0,2,119.0,yes,74.2,33.1,917.4
3,Moderate,C,22.83,592.0,1,135.0,yes,86.2,20.8,690.9
3,Low,B,14.2,693.0,1,72.0,yes,83.0,21.3,404.7
2,Very High,C,15.85,596.0,1,111.0,yes,88.6,25.6,811.5
2,Very Low,C,2.28,532.0,1,149.0,yes,85.1,32.5,736.1
2,High,B,21.06,632.0,1,95.0,no,87.8,31.5,609.9
3,Very High,C,4.34,676.0,1,133.0,yes,89.6,27.5,761.7
3,Moderate,A,8.36,582.0,1,60.0,yes,74.4,29.7,666.8
1,Very High,,6.25,551.0,1,37.0,yes,81.2,33.6,819.4
4,Very High,B,6.35,549.0,2,142.0,,80.9,36.7,995.7
1,High,A,9.0,694.0,1,69.0,yes,68.0,32.8,469.3
1,Very High,B,8.1,679.0,1,68.0,yes,74.4,47.9,544.8
4,Very High,C,4.09,513.0,2,118.0,yes,85.7,48.3,1030.8
3,Moderate,A,14.71,660.0,1,121.0,yes,87.7,24.8,584.5
1,High,A,5.29,651.0,1,70.0,,83.5,39.6,585.1
3,Moderate,B,28.26,628.0,1,147.0,yes,70.1,22.5,567.8
2,Moderate,C,13.03,701.0,1,83.0,yes,59.2,22.5,407.1
1,High,B,9.63,685.0,1,43.0,,58.1,28.6,448.5
4,Very High,B,4.08,591.0,1,159.0,yes,85.8,31.8,951.4
1,High,A,5.7,523.0,1,67.0,yes,82.6,36.0,831.0
4,High,A,1.21,699.0,2,182.0,,89.7,33.2,735.0
3,Very Low,D,25.59,617.0,1,102.0,yes,85.1,33.5,416.7
2,Moderate,D,34.66,605.0,1,129.0,yes,76.0,27.7,536.1
4,High,A,1.65,705.0,2,158.0,no,89.2,18.2,736.7
3,Moderate,D,26.11,690.0,1,124.0,yes,89.6,37.2,438.2
1,High,B,3.36,683.0,1,70.0,yes,86.9,28.6,571.4
3,Low,C,25.16,538.0,1,78.0,yes,89.0,23.3,651.5
3,Very High,B,12.75,685.0,1,95.0,,89.1,22.7,672.3
3,Very High,B,18.71,670.0,1,78.0,,90.0,30.6,631.5
2,Moderate,B,9.38,628.0,1,99.0,yes,86.1,18.6,646.2
2,Moderate,C,25.36,653.0,1,62.0,yes,89.3,27.0,457.5
2,High,A,24.85,680.0,1,125.0,yes,65.8,23.9,504.4
3,Moderate,A,30.95,504.0,1,70.0,yes,90.8,35.0,719.3
4,Very High,B,0.29,436.0,2,143.0,yes,90.7,23.4,276.6
4,Very High,C,2.6,690.0,1,148.0,no,88.0,26.9,778.1
3,Moderate,A,21.48,604.0,1,80.0,,70.5,32.4,557.8
4,Very High,C,8.57,629.0,2,156.0,no,71.6,44.7,805.3
2,High,D,23.42,562.0,1,96.0,yes,87.9,28.5,739.2
3,Moderate,A,15.14,589.0,1,140.0,yes,90.4,33.9,716.9
4,Moderate,C,7.42,716.0,2,176.0,yes,77.5,42.4,542.3
2,Moderate,B,24.11,633.0,1,70.0,,87.9,20.3,525.7
3,High,C,29.7,641.0,1,92.0,yes,66.5,39.1,499.2
3,Moderate,A,24.73,662.0,1,141.0,yes,85.8,32.5,521.0
1,Very High,C,4.78,669.0,1,35.0,yes,84.5,41.2,587.4
4,Very High,C,1.83,643.0,2,127.0,yes,89.0,23.0,880.1
3,Moderate,C,26.98,586.0,1,136.0,no,74.4,47.3,585.3
3,Moderate,C,22.08,693.0,1,106.0,yes,66.3,15.4,448.9
1,Very High,B,8.3,680.0,1,67.0,yes,73.3,25.7,598.6
3,Moderate,B,24.84,668.0,1,135.0,no,76.4,25.3,503.7
3,Moderate,C,22.42,684.0,1,111.0,yes,86.0,32.9,461.3
4,Very High,B,0.75,690.0,2,138.0,,90.2,29.9,791.5
1,High,A,0.24,358.0,1,68.0,no,90.8,26.0,1218.9
4,Very High,C,5.39,542.0,2,174.0,yes,83.3,22.1,1090.5
2,High,C,15.6,612.0,1,132.0,yes,74.9,22.9,712.4
4,Very High,C,1.7,625.0,2,145.0,yes,89.1,63.0,825.2
4,Very High,A,3.88,700.0,2,154.0,yes,86.1,24.6,777.4
3,Moderate,C,21.1,641.0,1,69.0,,85.5,47.5,467.8
3,Very High,B,26.86,567.0,1,116.0,yes,80.2,36.7,784.3
3,Low,C,24.1,686.0,1,136.0,no,90.2,21.6,441.1
3,Moderate,A,20.92,675.0,1,68.0,yes,90.5,25.7,472.0
3,High,C,15.68,670.0,1,104.0,yes,89.1,35.3,588.7
1,High,D,5.38,669.0,1,52.0,no,83.3,21.4,581.1
4,Very High,A,4.3,666.0,2,123.0,yes,85.4,42.2,759.8
4,Moderate,D,9.67,356.0,1,115.0,yes,56.8,34.9,1114.8
2,High,B,25.39,573.0,1,86.0,yes,83.6,29.0,687.6
2,Moderate,C,18.1,675.0,1,89.0,yes,69.0,29.4,435.6
4,Very High,C,1.86,504.0,2,130.0,yes,88.9,17.5,1161.7
3,Moderate,B,20.33,689.0,1,148.0,yes,90.8,28.6,521.5
1,Very High,C,8.49,477.0,1,35.0,yes,72.1,27.4,944.2
4,High,C,4.52,638.0,1,149.0,yes,85.0,38.5,759.0
2,Moderate,B,26.23,667.0,1,127.0,yes,90.0,24.9,498.2
3,High,B,29.25,660.0,1,118.0,yes,82.5,23.1,566.8
3,High,C,17.88,692.0,1,75.0,no,82.6,30.5,505.7
3,Moderate,C,19.04,640.0,1,75.0,no,87.9,14.6,580.7
2,Moderate,C,27.04,607.0,1,122.0,yes,69.5,20.6,573.4
2,Very High,C,19.84,655.0,1,111.0,yes,73.4,28.2,640.0
3,Moderate,B,33.76,599.0,1,140.0,,84.9,20.8,619.9
1,High,C,2.36,674.0,1,46.0,yes,88.3,27.4,576.0
4,High,A,2.95,676.0,2,185.0,,87.5,47.6,728.9
2,Very Low,B,28.64,468.0,1,70.0,yes,67.8,33.0,597.8
1,High,A,4.05,677.0,1,45.0,yes,85.8,22.5,568.3
2,Low,B,22.48,695.0,1,110.0,yes,82.2,51.6,289.9
2,High,B,14.31,638.0,1,92.0,no,89.3,21.1,663.7
4,Very High,B,5.95,655.0,2,155.0,yes,82.0,20.7,854.9
3,Moderate,C,27.63,686.0,1,97.0,no,52.5,40.0,328.6
4,Very High,B,8.96,667.0,2,147.0,yes,68.4,15.0,795.7
4,Very High,B,3.94,620.0,2,188.0,yes,86.0,26.3,958.3
1,High,A,2.56,681.0,1,69.0,yes,88.0,15.7,615.6
3,Moderate,B,23.19,580.0,1,145.0,no,82.3,25.1,702.3
4,High,A,5.63,696.0,2,188.0,yes,82.7,34.8,704.1
2,Moderate,A,11.39,653.0,1,77.0,no,76.8,23.8,533.0
4,High,B,0.82,626.0,2,152.0,yes,90.1,33.2,846.6
3,Very Low,C,15.59,698.0,1,103.0,yes,78.6,18.9,345.2
3,High,B,20.54,559.0,1,132.0,yes,46.3,30.8,727.4
4,Very High,B,1.73,553.0,2,179.0,no,89.1,37.6,1064.5
2,Moderate,B,26.41,657.0,1,149.0,yes,85.6,35.0,502.1
4,Very High,C,4.88,673.0,2,180.0,no,84.3,26.4,840.8
2,Moderate,B,7.94,544.0,1,77.0,no,70.4,26.6,738.7
3,Moderate,B,20.76,623.0,1,110.0,,89.5,29.2,602.3
1,High,A,0.2,395.0,1,62.0,yes,90.8,55.4,1063.4
3,Low,B,22.54,508.0,1,79.0,yes,87.0,20.6,727.2
2,Very High,B,37.05,696.0,1,127.0,yes,70.0,24.2,487.5
4,High,B,2.41,392.0,2,174.0,yes,88.2,24.5,163.5
4,High,B,1.64,709.0,1,174.0,yes,89.2,21.3,719.8
2,Very High,B,23.36,650.0,1,141.0,no,78.4,18.9,695.3
1,High,B,0.36,628.0,1,47.0,yes,90.6,23.0,691.9
3,Very Low,C,23.01,337.0,1,114.0,yes,79.1,31.0,969.6
4,High,C,4.68,671.0,2,138.0,yes,84.7,36.9,705.1
4,High,C,4.37,689.0,2,148.0,yes,85.3,26.7,711.4
4,Very High,D,8.17,493.0,2,173.0,no,74.0,22.5,1147.6
4,High,A,3.84,286.0,1,188.0,yes,86.2,42.1,652.6
3,Very Low,A,21.27,696.0,1,141.0,yes,84.3,53.4,274.0
1,Very High,A,2.69,458.0,1,43.0,yes,87.9,54.9,977.6
4,Very High,B,8.23,646.0,2,149.0,yes,73.7,27.3,819.0
3,Moderate,C,23.83,611.0,1,87.0,yes,74.8,27.8,559.6
3,Very High,A,25.67,691.0,1,89.0,yes,76.8,16.5,576.0
1,Very High,C,0.48,664.0,1,72.0,yes,90.5,43.9,662.2
2,Moderate,A,19.94,559.0,1,143.0,yes,85.2,39.7,704.4
2,Very High,C,24.83,697.0,1,108.0,yes,84.2,20.5,572.2
4,Very High,B,5.14,528.0,2,151.0,,83.8,49.7,1021.9
3,Moderate,A,34.54,561.0,1,138.0,yes,55.9,22.3,623.7
4,Very High,,1.67,564.0,2,113.0,yes,89.2,47.8,950.6
